,modelrun,log_marginal_likelihood,weighted residual sum of squares,root mean squared error,weighted root mean squared error
0,d6g_h6g_l90C.umVM5.lmVM5,216.16660601972467,459631.48757836217,4.643062280757154,205.53628459090783
