,modelrun,log_marginal_likelihood,weighted residual sum of squares,root mean squared error,weighted root mean squared error
0,d6g_h6g_l90C.umVM5.lmVM5,1076.3210958718719,523534.95354950574,3.4235717391081275,231.38152024691198
